,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,logPrice,logLiving,logLot,logAbove,logBathrooms,logBedrooms,resid_pl,resid_lg,resid_la
24,1327600150,20141016T000000,359950.0,4,2.75,2260,5705,2.0,0,0,3,8,2260,0,2014,0,98042,47.3726,-122.15899999999999,12.793720411897448,7.723120092266331,8.649098262296176,7.723120092266331,1.0116009116784799,1.3862943611198906,-0.3616950933144363,0.08382790437299104,-0.09880541960245548
25,6788200596,20141016T000000,1285000.0,4,3.5,3440,3800,3.0,0,0,3,9,3440,0,2014,0,98112,47.6408,-122.307,14.066269276311457,8.143226750367445,8.242756345714477,8.143226750367445,1.252762968495368,1.3862943611198906,0.5924461436361543,0.23420638913790182,-0.03410825845807963
26,301400800,20141016T000000,261000.0,3,2.25,1584,2800,2.0,0,0,3,7,1584,0,2012,0,98002,47.3451,-122.214,12.47227568630483,7.367708572374371,7.937374696163295,7.367708572374371,0.8109302162163288,1.0986122886681098,-0.41376599052386176,-0.0018554421827658985,-0.15353941615216726
27,8562780800,20141016T000000,305000.0,2,1.75,1120,758,2.0,0,0,3,7,1120,0,2012,0,98027,47.5325,-122.072,12.628067055589549,7.02108396428914,6.630683385642372,7.02108396428914,0.5596157879354227,0.6931471805599453,0.004739422807956473,-0.3484800502679972,-0.20692021289378637
28,2937300540,20141016T000000,989990.0,4,3.5,3830,7150,2.0,0,0,3,9,3830,0,2014,0,98052,47.7049,-122.126,13.805450121049656,8.250620082174692,8.874867635688053,8.250620082174692,1.252762968495368,1.3862943611198906,0.25023133484984506,0.34159972094514846,-0.0175694972654572
29,6132600655,20141016T000000,930000.0,3,2.25,2890,5000,3.0,0,0,3,9,2890,0,2014,0,98117,47.6983,-122.389,13.742939865129438,7.969011781106478,8.517193191416238,7.969011781106478,0.8109302162163288,1.0986122886681098,0.40115790333613965,0.059991419876935126,-0.060937668853489946
30,1745100140,20141017T000000,210000.0,3,1.0,1700,11390,1.0,0,0,4,7,1700,0,1967,0,98003,47.3271,-122.323,12.254862809699606,7.438383530044307,9.340491056441229,7.438383530044307,0.0,1.0986122886681098,-0.6847448965142835,0.0688195154871698,-0.14265534888717468
31,7214810350,20141017T000000,467000.0,5,2.25,2500,13500,1.0,0,0,3,7,1850,650,1979,0,98072,47.7564,-122.14399999999999,13.054084536651034,7.824046010856292,9.51044496442652,7.52294091807237,0.8109302162163288,1.6094379124341003,-0.17782483426878493,0.45448199629915464,0.17147172975130598
32,7004200060,20141017T000000,309600.0,4,1.75,1275,20000,1.0,0,0,4,6,1275,0,1991,0,98070,47.3796,-122.49,12.64303642069771,7.150701457592526,9.903487552536127,7.150701457592526,0.5596157879354227,1.3862943611198906,-0.07853102267634604,0.050865616371591926,-0.1869588919061984
33,662310400,20141017T000000,515000.0,4,3.0,3590,8249,2.0,0,0,3,9,3590,0,1997,0,98023,47.2846,-122.34100000000001,13.151922179645874,8.185907481482324,9.017847259860732,8.185907481482324,1.0986122886681098,1.3862943611198906,-0.3542495722922592,0.2768871202527814,-0.027535351113119333
34,1377300135,20141017T000000,570000.0,2,1.0,1100,6240,1.0,0,0,4,7,1100,0,1941,0,98199,47.6446,-122.40299999999999,13.253391639810733,7.003065458786462,8.738735461363474,7.003065458786462,0.0,0.6931471805599453,0.6437206094107282,-0.3664985557706757,-0.20969509429975286
35,6072100140,20141017T000000,500000.0,3,1.75,1530,8829,1.0,0,0,5,8,1530,0,1972,0,98006,47.545,-122.171,13.122363377404328,7.333023014386481,9.085797036901582,7.333023014386481,0.5596157879354227,1.0986122886681098,0.26261061081592807,-0.306269173506859,-0.15888105283240517
36,8732160240,20141017T000000,223000.0,3,1.75,1360,10573,1.0,0,0,4,7,1360,0,1984,0,98023,47.2983,-122.374,12.314927050442256,7.215239978730097,9.266058860732526,7.215239978730097,0.5596157879354227,1.0986122886681098,-0.4555554886560529,-0.1543240358270399,-0.1770198466148667
37,3423049311,20141017T000000,216000.0,3,2.0,1260,4125,1.0,0,0,3,6,1260,0,1998,0,98188,47.4401,-122.279,12.283033686666302,7.138866999945524,8.324821298768782,7.138866999945524,0.6931471805599453,1.0986122886681098,-0.4295641736053799,0.03903115872458951,-0.18878141911132573
38,7225000090,20141017T000000,245000.0,2,2.0,1070,4500,1.0,0,0,4,6,910,160,1932,0,98055,47.4896,-122.204,12.409013489526863,6.975413927455952,8.411832675758411,6.813444599510896,0.6931471805599453,0.6931471805599453,-0.17969986663280757,-0.12442191376498268,-0.07692771079503835
39,3923400123,20141017T000000,294950.0,4,2.0,2610,14321,1.5,0,0,4,6,1690,920,1940,0,98188,47.4672,-122.296,12.594561129431222,7.867105500316739,9.569482270478703,7.432483807917119,0.6931471805599453,1.3862943611198906,-0.6699839296275538,0.7672696590958044,0.2910577759717752
40,6385000025,20141017T000000,521450.0,3,2.0,1290,5700,1.0,0,0,5,7,1290,0,1950,0,98116,47.5713,-122.397,13.16436867154936,7.162397497355718,8.648221453822641,7.162397497355718,0.6931471805599453,1.0986122886681098,0.43393655488364935,-0.20716651720141943,-0.18515768129761057
41,4022900569,20141017T000000,405000.0,3,1.75,1900,10454,1.0,0,0,3,7,1390,510,1978,0,98155,47.7748,-122.291,12.911642346088676,7.549609165154532,9.254739959272866,7.237059026124737,0.5596157879354227,1.0986122886681098,-0.11226559651907309,0.1800451505973948,0.13889046392872562
42,339600460,20141017T000000,419500.0,3,2.5,1360,3188,2.0,0,0,3,7,1360,0,1986,0,98052,47.6831,-122.096,12.946818804889398,7.215239978730097,8.067149039910106,7.215239978730097,0.9162907318741551,1.0986122886681098,0.17633626579108963,-0.1543240358270399,-0.1770198466148667
43,7701960130,20141017T000000,820000.0,3,2.5,2980,18935,1.5,0,0,3,11,2980,0,1990,0,98077,47.7133,-122.079,13.617059619240436,7.9996785794994505,9.848767340335895,7.9996785794994505,0.9162907318741551,1.0986122886681098,0.25203464920170404,-0.44879812840249933,-0.056214928189534774
44,7338001190,20141017T000000,215000.0,3,1.5,1280,5065,2.0,0,0,4,6,1280,0,1983,0,98002,47.3343,-122.21700000000001,12.2783933071098,7.154615356913663,8.530109416682784,7.154615356913663,0.4054651081081644,1.0986122886681098,-0.4461405624632757,0.05477951569272843,-0.18635614455573535
45,339600010,20141017T000000,352500.0,3,1.0,1000,4171,1.0,0,0,3,7,1000,0,1985,0,98052,47.6834,-122.09700000000001,12.772805901234461,6.907755278982137,8.335911094196945,6.907755278982137,0.0,1.0986122886681098,0.23537245059998035,-0.46180873557500046,-0.22437302892085942
46,9197800010,20141017T000000,1460000.0,4,3.5,4200,14353,2.0,0,2,3,12,3640,560,1996,0,98040,47.5331,-122.21700000000001,14.19394699368452,8.34283980427146,9.57171425857138,8.199738960630786,1.252762968495368,1.3862943611198906,0.5688329502876641,-0.37536507696669297,0.11769556454159513
47,3630030290,20141017T000000,600000.0,4,2.5,2310,3866,2.0,0,0,3,8,2310,0,2005,0,98029,47.5498,-121.99600000000001,13.304684934198283,7.745002803515839,8.259975659768276,7.745002803515839,0.9162907318741551,1.3862943611198906,0.13268406420566237,0.10571061562249895,-0.09543544374350432
48,3101500090,20141017T000000,400000.0,4,1.0,2320,4000,1.5,0,0,3,6,1310,1010,1921,0,98144,47.573,-122.31200000000001,12.89921982609012,7.749322464660356,8.294049640102028,7.177782416195197,0.0,1.3862943611198906,-0.27605500547856465,0.6494866234394214,0.38875167161478075
49,7701960720,20141017T000000,1080000.0,4,2.5,4200,35267,2.0,0,0,3,11,4200,0,1990,0,98077,47.7108,-122.071,13.892471599100402,8.34283980427146,10.4707029614894,8.34283980427146,0.9162907318741551,1.3862943611198906,0.2673575557035459,-0.10563690363049005,-0.0033674985441045635
50,2426049168,20141017T000000,447450.0,3,2.25,1570,7200,2.0,0,0,3,8,1570,0,1991,0,98034,47.7332,-122.23200000000001,13.011320078611003,7.358830898342354,8.881836305004146,7.358830898342354,0.8109302162163288,1.0986122886681098,0.1320069767082721,-0.2804612895509866,-0.15490659350192182
51,8732040820,20141017T000000,247000.0,3,1.75,1820,8740,1.0,0,0,4,8,1820,0,1987,0,98023,47.3074,-122.385,12.417143615610113,7.506591780070841,9.07566546864958,7.506591780070841,0.5596157879354227,1.0986122886681098,-0.5741605506469138,-0.13270040782249914,-0.13215115891958717
52,9485750240,20141017T000000,395000.0,3,2.5,2310,4930,2.0,0,0,4,8,2310,0,1989,0,98055,47.4512,-122.208,12.886641043883259,7.745002803515839,8.503094267036737,7.745002803515839,0.9162907318741551,1.0986122886681098,-0.28535982610936195,0.10571061562249895,-0.09543544374350432
53,8564700240,20141017T000000,575000.0,3,2.5,2610,7301,2.0,0,0,3,8,2610,0,2004,0,98072,47.7614,-122.139,13.262125319779487,7.867105500316739,8.895766604056085,7.867105500316739,0.9162907318741551,1.0986122886681098,-0.00241973927928818,0.22781331242339853,-0.07663141457910783
54,423059360,20141017T000000,345000.0,4,2.5,2040,5875,2.0,0,0,3,8,2040,0,2004,0,98056,47.5051,-122.17,12.751299696013497,7.620705086838262,8.67846133901236,7.620705086838262,0.9162907318741551,1.3862943611198906,-0.3264933334147351,-0.018587101055078215,-0.11457750981338233
55,7202290240,20141017T000000,442500.0,3,2.5,1690,3129,2.0,0,0,3,7,1690,0,2002,0,98053,47.6875,-122.04299999999999,13.00019574343012,7.432483807917119,8.048468743668883,7.432483807917119,0.9162907318741551,1.0986122886681098,0.06505956007593205,0.0629197933599821,-0.14356391642784416
56,1924069105,20141017T000000,450000.0,3,1.75,3150,9258,1.0,0,1,3,8,2370,780,1970,0,98027,47.5571,-122.08,13.017002861746503,8.055157731819678,9.133243321591216,7.7706452341291765,0.5596157879354227,1.0986122886681098,-0.39007091881051714,0.4158655439263379,0.19302603317294675
57,9222400565,20141017T000000,474000.0,2,1.0,1100,3500,1.0,0,0,5,7,1100,0,1908,0,98115,47.6741,-122.323,13.068962600677214,7.003065458786462,8.160518247477505,7.003065458786462,0.0,0.6931471805599453,0.4592915702772089,-0.3664985557706757,-0.20969509429975286
58,6400700189,20141017T000000,390000.0,3,1.0,1040,8075,1.0,0,0,4,7,1040,0,1961,0,98033,47.6701,-122.176,12.873902018105829,6.946975992135418,8.996528148090857,6.946975992135418,0.0,1.0986122886681098,0.30674236822707535,-0.4225880224217189,-0.21833297040204336
59,3395380200,20141017T000000,190000.0,2,2.5,1370,3438,2.0,0,0,3,7,1370,0,1987,0,98188,47.4606,-122.28299999999999,12.154779351142624,7.222566018822171,8.142645185942795,7.222566018822171,0.9162907318741551,0.6931471805599453,-0.6212557470485649,-0.1469979957349663,-0.17589162360947697
60,4039500390,20141017T000000,465000.0,3,2.25,1920,7300,1.0,0,0,3,7,1240,680,1961,0,98008,47.6078,-122.12799999999999,13.049792684569493,7.560080465021827,8.895629627136483,7.122866658599083,0.8109302162163288,1.0986122886681098,0.017948324666491544,0.19051645046469012,0.24596830672023096
61,4221250320,20141017T000000,570000.0,4,2.5,2280,4534,2.0,0,0,3,8,2280,0,2003,0,98075,47.5902,-122.01799999999999,13.253391639810733,7.731930721948486,8.419359831067474,7.731930721948486,0.9162907318741551,1.3862943611198906,0.09129837398863927,0.09263853405514588,-0.09744856720000517
62,8651443420,20141017T000000,280000.0,4,2.0,1710,5440,1.0,0,0,5,8,1030,680,1976,0,98042,47.36600000000001,-122.09299999999999,12.542544882151386,7.444248649496705,8.601534339849989,6.937314081223682,0.6931471805599453,1.3862943611198906,-0.4015081208308722,-0.1950435383966349,0.28711364666819605
63,5249804655,20141017T000000,800000.0,4,2.25,2010,7200,1.0,0,1,4,8,1010,1000,1950,0,98118,47.5591,-122.26700000000001,13.592367006650065,7.605890001053122,8.881836305004146,6.917705609835305,0.8109302162163288,1.3862943611198906,0.5258026407636933,-0.03340218684021856,0.4653437306758752
64,1624049170,20141017T000000,446800.0,4,2.0,2410,8712,1.0,0,0,3,7,1260,1150,1958,0,98144,47.5729,-122.302,13.009866346177184,7.787382026484701,9.072456664612796,7.138866999945524,0.6931471805599453,1.3862943611198906,-0.19425462374494273,0.4178180119275634,0.4597336074278511
65,3735900770,20141017T000000,775000.0,4,4.0,3180,7650,2.0,0,0,3,8,2530,650,1920,0,98115,47.6887,-122.319,13.560618308335483,8.064636475774222,8.942460926820582,7.835974581721566,1.3862943611198906,1.3862943611198906,0.1463603893800336,0.42534428788088174,0.14723626348557062
66,3996900555,20141017T000000,395000.0,4,2.0,1780,8149,1.5,0,0,4,7,1780,0,1948,0,98155,47.745,-122.302,12.886641043883259,7.484368643286131,9.00565049932022,7.484368643286131,0.6931471805599453,1.3862943611198906,-0.08781974195604647,0.11480462872899366,-0.13557356090719797
67,4046600220,20141017T000000,418000.0,3,1.75,1500,19113,1.0,0,0,3,7,1500,0,1984,0,98014,47.6976,-121.916,12.943236711506893,7.313220387090301,9.858124010784598,7.313220387090301,0.5596157879354227,1.0986122886681098,0.09849277054248873,-0.056343627466835855,-0.16193069211937594
68,293760150,20141017T000000,1040000.0,4,3.5,4320,8490,2.0,0,0,3,10,3280,1040,2005,0,98029,47.5568,-122.029,13.854731271117556,8.371010681238156,9.046644279305394,8.09559870137819,1.252762968495368,1.3862943611198906,0.20826593055470788,0.1922621466724106,0.23396891843928103
69,3026079005,20141017T000000,640000.0,6,2.0,2840,228690,1.5,0,0,3,6,2720,120,1948,0,98019,47.7158,-121.96600000000001,13.369223455335854,7.951559331155252,12.340122653650429,7.908387159290043,0.6931471805599453,1.791759469228055,0.040669070576234034,0.8517234899343178,-0.027101794929149214
70,1796361100,20141017T000000,265000.0,3,2.25,1380,7226,1.0,0,0,4,7,1140,240,1987,0,98042,47.3677,-122.09100000000001,12.487485104968359,7.22983877815125,8.885440911707585,7.038783541388542,0.8109302162163288,1.0986122886681098,-0.2940621697104664,-0.1397252364058872,-0.013139210257803846
71,2306400010,20141017T000000,500000.0,2,1.0,1120,3220,1.0,0,0,4,7,1120,0,1923,0,98103,47.6588,-122.344,13.122363377404328,7.02108396428914,8.077136638538454,7.02108396428914,0.0,0.6931471805599453,0.49903574462273603,-0.3484800502679972,-0.20692021289378637
72,321049193,20141017T000000,215000.0,3,2.0,1760,9282,1.0,0,0,5,7,1100,660,1947,0,98001,47.3413,-122.29,12.2783933071098,7.473069088032197,9.135832319801121,7.003065458786462,0.6931471805599453,1.0986122886681098,-0.6875033093443808,0.10350507347506,0.26030853494598283
73,3541700170,20141017T000000,324450.0,3,2.0,1420,16000,1.0,0,0,3,7,1420,0,1966,0,98166,47.478,-122.35799999999999,12.689886720049314,7.258412150595307,9.680344001221918,7.258412150595307,0.6931471805599453,1.0986122886681098,-0.11331691154054901,-0.11115186396183052,-0.17037125653362128
74,9476200290,20141017T000000,190000.0,3,1.0,1260,10900,1.0,0,0,4,6,1260,0,1943,0,98056,47.49100000000001,-122.18799999999999,12.154779351142624,7.138866999945524,9.296518068217235,7.138866999945524,0.0,1.0986122886681098,-0.5578185091290582,0.03903115872458951,-0.18878141911132573
75,4331000130,20141017T000000,315000.0,3,2.0,1770,9685,1.0,0,0,3,5,1770,0,1948,0,98166,47.4753,-122.34200000000001,12.66032791780777,7.478734825567875,9.178333575841096,7.478734825567875,0.6931471805599453,1.0986122886681098,-0.30986287968776693,0.6486271576831442,-0.13644117870317363
76,4059400190,20141017T000000,225000.0,2,1.0,800,6050,1.0,0,0,4,6,800,0,1944,0,98178,47.5001,-122.242,12.323855681186558,6.684611727667927,8.707813551024888,6.684611727667927,0.0,0.6931471805599453,-0.04445260233234194,-0.41522411355300726,-0.25873752664855143
77,5606000255,20141017T000000,735000.0,4,1.75,2380,5700,2.0,0,1,4,7,1820,560,1946,0,98105,47.6656,-122.271,13.507625778194974,7.77485576666552,8.648221453822641,7.506591780070841,0.5596157879354227,1.3862943611198906,0.31299872271839213,0.40529175210838275,0.1361128276750918
78,7614100020,20141017T000000,265000.0,3,2.5,1340,10290,1.0,0,0,4,7,1140,200,1981,0,98042,47.3553,-122.149,12.487485104968359,7.200424892944957,9.238927828828094,7.038783541388542,0.9162907318741551,1.0986122886681098,-0.27176877058808735,-0.16913912161218025,-0.04255309546409691
79,1732600050,20141017T000000,423500.0,3,2.0,2000,10490,1.0,0,0,3,8,1430,570,1978,0,98033,47.6976,-122.166,12.956308793074246,7.600902459542082,9.258177701390343,7.265429723253953,0.6931471805599453,1.0986122886681098,-0.10647541072999189,-0.03838972835125798,0.16618219823488367
80,2346200050,20141017T000000,760369.0,5,2.5,2870,4712,2.0,0,0,3,9,2870,0,2014,0,98006,47.5463,-122.182,13.54155912074854,7.962067308753666,8.457867725331422,7.962067308753666,0.9162907318741551,1.6094379124341003,0.20504051987372307,0.05304694752412331,-0.06200712975873568
81,3521069150,20141017T000000,431000.0,3,2.5,2440,71002,1.0,0,0,4,9,2440,0,1996,0,98022,47.2689,-122.01,12.973863369085885,7.799753318287247,11.170463324640798,7.799753318287247,0.9162907318741551,1.0986122886681098,-0.23963406177906776,-0.10926704294229594,-0.08700376857578807
82,1561600056,20141017T000000,1735000.0,4,3.5,4010,9654,2.0,0,0,3,10,4010,0,2007,0,98004,47.5891,-122.2,14.366517971363097,8.296546520300614,9.175127616220438,8.296546520300614,1.252762968495368,1.3862943611198906,0.7764905766360659,0.11779798573486921,-0.010496745356096682
83,7518501822,20141017T000000,469000.0,3,2.5,1190,1290,3.0,0,0,3,8,1190,0,2008,0,98107,47.6762,-122.37799999999999,13.058358047428417,7.081708586105575,7.162397497355718,7.081708586105575,0.9162907318741551,1.0986122886681098,0.38908174512159377,-0.5575836017877656,-0.19758391495291772
84,5416500040,20141017T000000,309000.0,3,2.5,1990,3614,2.0,0,0,3,7,1990,0,2005,0,98038,47.36,-122.039,12.641096555879882,7.595889917718538,8.192570471152173,7.595889917718538,0.9162907318741551,1.0986122886681098,-0.41788853758221123,0.2263259031614009,-0.11839908932040633
85,7689600215,20141017T000000,202500.0,3,1.0,1120,8576,1.0,0,0,3,6,1120,0,1943,0,98178,47.4896,-122.24799999999999,12.218495165528731,7.02108396428914,9.056722883310583,7.02108396428914,0.0,1.0986122886681098,-0.40483246725286115,-0.0787518769317943,-0.20692021289378637
86,1221039066,20141017T000000,310000.0,4,2.5,3140,22100,1.0,0,0,4,8,1820,1320,1960,0,98023,47.318999999999996,-122.36200000000001,12.644327576461329,8.0519780789023,10.003332887505843,7.506591780070841,0.9162907318741551,1.3862943611198906,-0.7603362786111596,0.4126858910089597,0.41323513991187166
87,3626039207,20141017T000000,522500.0,4,1.75,2100,6480,1.0,0,0,5,7,1300,800,1947,0,98177,47.7049,-122.359,13.166380262821104,7.649692623711514,8.776475789346321,7.170119543449628,0.5596157879354227,1.3862943611198906,0.0666169725940069,0.2801286091543771,0.29560460758753404
88,722079015,20141017T000000,610000.0,3,2.5,2080,167270,1.0,0,0,3,7,2080,0,2000,0,98038,47.4032,-121.963,13.321214236149494,7.640123172695364,12.027364552306054,7.640123172695364,0.9162907318741551,1.0986122886681098,0.2287038331009832,0.2705591581382265,-0.11158709058153615
89,7010701383,20141017T000000,680000.0,3,2.5,1800,4400,1.0,0,0,5,7,1350,450,1970,0,98199,47.6599,-122.396,13.42984807715229,7.495541943884256,8.389359819906353,7.2078598714324755,0.9162907318741551,1.0986122886681098,0.44691881297354286,0.12597792932711904,0.10952567638717436
90,8682220230,20141017T000000,779950.0,2,2.5,2680,7625,1.0,0,0,3,9,2680,0,2002,0,98053,47.7094,-122.024,13.566985094047014,7.893572073504902,8.939187601475613,7.893572073504902,0.9162907318741551,0.6931471805599453,0.28238046532081107,-0.015448287724640686,-0.0725555159531881
91,1562200090,20141017T000000,600000.0,4,2.5,2090,7290,1.0,0,0,5,8,1420,670,1966,0,98007,47.623999999999995,-122.14200000000001,13.304684934198283,7.644919344958857,8.894258825002703,7.258412150595307,0.9162907318741551,1.3862943611198906,0.20853941182500968,0.005627157065516641,0.2161359378299288
92,402000110,20141017T000000,175000.0,2,1.0,960,5508,1.0,0,0,3,6,770,190,1951,0,98118,47.5307,-122.277,12.072541252905651,6.866933284461882,8.613956859848546,6.646390514847729,0.0,0.6931471805599453,-0.4339523538275909,-0.23290255675905236,-0.04408089075134303
93,8895800200,20141017T000000,1100000.0,4,2.75,3590,5625,2.0,0,0,3,10,3590,0,2012,0,98052,47.6959,-122.133,13.9108207377686,8.185907481482324,8.63497622707262,8.185907481482324,1.0116009116784799,1.3862943611198906,0.40464898583046605,0.007158946916579367,-0.027535351113119333
94,821079102,20141017T000000,780000.0,4,3.5,3720,213073,1.0,0,2,3,10,3720,0,2007,0,98010,47.3216,-121.94,13.567049198665774,8.221478947267192,12.269390108980144,8.221478947267192,1.252762968495368,1.3862943611198906,0.03391708842922547,0.04273041270144695,-0.022057283080522794
